"","provider_id","hospital_name","gastrointestinal","eye","nervous_system","musculoskeletal","skin","genitourinary","cardiovascular","respiratory","other"
"904",111318,"MONROE COUNTY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"905",111320,"HIGGINS GENERAL HOSPITAL","728","26","13","6","44","82","3","0","13"
"906",111323,"OPTIM MEDICAL CENTER - TATTNALL","193","0","294","1304","31","0","0","0","0"
"907",111324,"CHATUGE REGIONAL HOSPITAL","110","0","0","0","0","0","0","0","0"
"908",111325,"WILLS MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"909",111326,"SGMC LANIER CAMPUS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"910",111327,"BACON COUNTY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"911",111328,"PHOEBE WORTH MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"912",111329,"ST MARY'S GOOD SAMARITAN HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"913",111330,"POLK MEDICAL CENTER","0","131","0","7","688","0","0","0","103"
"914",111331,"MITCHELL COUNTY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"915",111332,"BROOKS COUNTY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"916",111333,"JEFF DAVIS HOSPITAL","64","0","0","0","0","0","0","0","0"
"917",111335,"LIBERTY REGIONAL MEDICAL CENTER","881","346","5","163","66","72","15","0","0"
"918",120001,"THE QUEENS MEDICAL CENTER","12423","1753","3393","1293","13805","1064","1197","199","646"
"919",120002,"MAUI MEMORIAL MEDICAL CENTER","1169","0","16","18","194","151","95","24","23"
"920",120004,"WAHIAWA GENERAL HOSPITAL","329","0","1","35","20","0","0","1","4"
"921",120005,"HILO MEDICAL CENTER","335","474","9","79","57","144","32","12","67"
"922",120006,"ADVENTIST HEALTH CASTLE","408","11","10","10","158","214","59","47","50"
"923",120007,"KUAKINI MEDICAL CENTER","4263","526","38","1230","225","39","26","68","54"
"924",120014,"WILCOX MEMORIAL HOSPITAL","1128","360","31","352","25","42","3","35","26"
"925",120019,"KONA COMMUNITY HOSPITAL","537","130","22","153","227","69","0","0","6"
"926",120022,"STRAUB CLINIC AND HOSPITAL","2637","186","4","242","85","91","13","185","43"
"927",120026,"PALI MOMI MEDICAL CENTER","1020","85","21","171","143","144","57","17","104"
"928",120028,"NORTH HAWAII COMMUNITY HOSPITAL","557","145","24","91","146","47","47","8","18"
"929",121300,"KAUAI VETERANS MEMORIAL HOSPITAL","140","170","0","0","0","3","0","0","0"
"930",121301,"KAU HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"931",121304,"KAHUKU MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"932",121306,"SAMUEL MAHELONA MEMORIAL HOSPITAL","0","0","0","0","0","0","0","0","0"
"933",130002,"ST LUKE'S MAGIC VALLEY RMC","6394","0","250","792","641","356","65","281","211"
"934",130003,"ST JOSEPH REGIONAL MEDICAL CENTER","0","0","39","173","12","171","94","1","0"
"935",130006,"ST LUKE'S REGIONAL MEDICAL CENTER","28697","138","5145","28038","3969","7833","65","1292","2076"
"936",130007,"SAINT ALPHONSUS REGIONAL MEDICAL CENTER","2457","23","153","1887","482","471","46","236","217"
"937",130013,"SAINT ALPHONSUS MEDICAL CENTER - NAMPA","1080","7","77","233","89","78","0","26","23"
"938",130014,"WEST VALLEY MEDICAL CENTER","1422","626","222","850","537","192","22","33","65"
"939",130018,"EASTERN IDAHO REGIONAL MEDICAL CENTER","1291","77","213","570","1005","303","207","132","174"
"940",130025,"MADISON MEMORIAL HOSPITAL","362","1","92","203","653","12","50","4","9"
"941",130028,"PORTNEUF MEDICAL CENTER","1403","218","234","913","1997","507","27","232","127"
"942",130049,"KOOTENAI HEALTH","5805","12","156","750","919","547","322","153","184"
"943",130063,"TREASURE VALLEY HOSPITAL","69","0","370","2818","14","5","0","205","1"
"944",130065,"MOUNTAIN VIEW HOSPITAL","1215","168","358","2953","134","527","0","408","44"
"945",130066,"NORTHWEST SPECIALTY HOSPITAL","47","0","137","816","16","9","0","0","331"
"946",130067,"IDAHO DOCTORS HOSPITAL","0","0","0","125","0","0","0","0","0"
"947",130071,"ST LUKE'S NAMPA MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"948",131302,"NORTH CANYON MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"949",140197,"METHODIST HOSPITAL OF CHICAGO","1833","110","5","17","53","21","1","2","0"
"950",131303,"NELL J REDFIELD MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"951",131305,"STEELE MEMORIAL MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"952",131307,"WEISER MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"953",131313,"TETON VALLEY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"954",131315,"SYRINGA GENERAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"955",131316,"BEAR LAKE MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"956",131317,"BENEWAH COMMUNITY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"957",131318,"VALOR HEALTH",NA,NA,NA,NA,NA,NA,NA,NA,NA
"958",131324,"LOST RIVERS MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"959",131326,"CASSIA REGIONAL HOSPITAL","344","0","9","226","78","32","0","4","11"
"960",131328,"BONNER GENERAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"961",140001,"GRAHAM HOSPITAL ASSOCIATION","589","55","227","150","99","78","17","5","4"
"962",140002,"ALTON MEMORIAL HOSPITAL","3572","0","283","682","5238","135","16","21","107"
"963",140007,"PRESENCE SAINT JOSEPH MEDICAL CENTER","6194","150","214","886","2387","455","239","212","206"
"964",140008,"LOYOLA GOTTLIEB MEMORIAL HOSPITAL","2785","716","87","425","1915","258","58","19","44"
"965",140010,"EVANSTON HOSPITAL","26075","4534","2116","2067","16113","3370","399","607","1345"
"966",140011,"HERRIN HOSPITAL","2807","69","17","217","4633","161","0","116","40"
"967",140012,"KATHERINE SHAW BETHEA HOSPITAL","2216","266","236","2924","3243","491","137","126","40"
"968",140013,"PROCTOR HOSPITAL","336","2504","485","605","226","192","3","12","24"
"969",140015,"BLESSING HOSPITAL","6666","2275","302","844","3629","472","67","65","156"
"970",140018,"MT SINAI HOSPITAL MEDICAL CENTER","2074","0","38","125","100","166","13","59","22"
"971",140019,"HSHS GOOD SHEPHERD HOSPITAL INC","213","75","0","0","0","0","0","0","0"
"972",140029,"COPLEY MEMORIAL HOSPITAL","4265","275","55","569","2144","514","166","140","479"
"973",140030,"SHERMAN HOSPITAL","3129","1489","109","686","602","640","130","209","155"
"974",140032,"ST ANTHONYS MEMORIAL HOSPITAL","1036","157","79","551","167","265","7","13","77"
"975",140033,"LAKE BEHAVIORAL HOSPITAL","0","0","0","0","0","0","0","0","0"
"976",140034,"SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA","2427","0","32","222","994","168","233","39","30"
"977",140040,"GALESBURG COTTAGE HOSPITAL","817","595","3","172","1054","139","17","14","17"
"978",140043,"CGH MEDICAL CENTER","4065","1230","60","261","6470","223","25","26","91"
"979",140046,"GOOD SAMARITAN REGIONAL HLTH CENTER","1732","0","55","722","392","418","463","254","29"
"980",140048,"ADVOCATE TRINITY HOSPITAL","3248","485","48","244","2348","170","45","43","87"
"981",140049,"WEST SUBURBAN MEDICAL CENTER","3844","560","23","293","5195","202","40","19","118"
"982",140052,"OSF SAINT ANTHONY'S HEALTH CENTER","1773","45","82","207","81","64","16","50","39"
"983",140053,"ST JOHNS HOSPITAL","2898","3694","200","916","289","466","33","64","50"
"984",140054,"MACNEAL  HOSPITAL","8166","1071","144","812","2384","550","121","159","77"
"985",140058,"PASSAVANT AREA HOSPITAL","2693","669","209","482","574","166","0","28","36"
"986",140059,"JERSEY COMMUNITY HOSPITAL","1073","409","8","87","90","28","2","12","3"
"987",140062,"PALOS COMMUNITY HOSPITAL","5058","647","60","820","5124","690","139","79","202"
"988",140063,"RUSH OAK PARK HOSPITAL","2020","175","246","1450","74","10","38","0","19"
"989",140064,"ST MARY MEDICAL CENTER","2120","665","103","113","286","102","17","84","75"
"990",140065,"ADVENTIST LA GRANGE MEMORIAL HOSPITAL","3068","536","104","509","3253","344","116","59","111"
"991",140067,"SAINT FRANCIS MEDICAL CENTER","6864","0","475","1330","4337","1105","503","283","493"
"992",140068,"ROSELAND COMMUNITY HOSPITAL","48","0","1","0","8","0","0","0","0"
"993",140077,"TOUCHETTE REGIONAL HOSPITAL INC","175","68","15","49","97","14","0","0","0"
"994",140080,"PRESENCE SAINT FRANCIS HOSPITAL","2256","681","40","756","342","158","5","4","800"
"995",140082,"LOUIS A WEISS MEMORIAL HOSPITAL","980","258","37","393","2518","226","18","57","41"
"996",140083,"LORETTO HOSPITAL","136","28","10","25","7","20","0","0","5"
"997",140084,"VISTA MEDICAL CENTER EAST","1256","33","16","350","70","111","10","57","28"
"998",140088,"THE UNIVERSITY OF CHICAGO MEDICAL CENTER","8615","130","92","0","4673","1164","172","257","1508"
"999",140089,"MC DONOUGH DISTRICT HOSPITAL","2466","460","53","65","99","56","2","17","28"
"1000",140091,"THE CARLE FOUNDATION HOSPITAL","9340","2437","284","503","17759","1243","275","174","500"
"1001",140093,"PRESENCE UNITED SAMARITANS MEDICAL CENTER","254","0","11","72","130","96","6","42","36"
"1002",140095,"SAINT ANTHONY HOSPITAL","888","0","27","220","1966","89","5","36","10"
"1003",140100,"MIDWESTERN REGION MED CENTER","1925","0","4","10","174","249","139","207","348"
"1004",140101,"MORRIS HOSPITAL & HEALTHCARE CENTERS","1818","392","225","680","1665","109","800","18","34"
"1005",140103,"ST BERNARD HOSPITAL","188","0","4","79","22","10","0","0","2"
"1006",140110,"OTTAWA REGIONAL HOSPITAL & HEALTHCARE CENTER","2259","786","28","160","967","197","0","16","20"
"1007",140113,"PRESENCE COVENANT MEDICAL CENTER","3181","564","138","557","202","364","161","127","115"
"1008",140114,"SWEDISH COVENANT HOSPITAL","3970","587","5422","2153","44","248","110","49","56"
"1009",140115,"THOREK MEMORIAL HOSPITAL","1210","98","16","179","236","114","1","7","14"
"1010",140116,"CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL","3576","729","295","1683","574","461","75","77","124"
"1011",140117,"PRESENCE RESURRECTION MEDICAL CENTER","4263","699","47","231","185","438","62","109","102"
"1012",140118,"METROSOUTH MEDICAL CENTER","3355","483","29","281","73","81","73","11","53"
"1013",140119,"RUSH UNIVERSITY MEDICAL CENTER","8063","938","89","572","4312","907","248","393","1296"
"1014",140120,"PEKIN MEMORIAL HOSPITAL","1018","573","102","88","366","67","16","11","44"
"1015",140122,"ADVENTIST HINSDALE HOSPITAL","4131","10","88","390","613","443","173","80","231"
"1016",140124,"JOHN H STROGER JR HOSPITAL","7550","772","144","277","16968","429","65","122","226"
"1017",140125,"GATEWAY REGIONAL MEDICAL CENTER","1192","0","44","123","127","125","19","48","10"
"1018",140127,"ADVOCATE BROMENN MEDICAL CENTER","466","0","141","427","3362","452","49","91","87"
"1019",140130,"NORTHWESTERN LAKE FOREST HOSPITAL","6607","453","73","848","4674","581","22","192","209"
"1020",140133,"HOLY CROSS HOSPITAL","637","25","6","37","179","43","1","1","13"
"1021",140135,"DECATUR MEMORIAL HOSPITAL","3434","1162","409","1112","505","459","44","125","114"
"1022",140137,"GREENVILLE REGIONAL HOSPITAL","466","188","6","28","10","20","0","12","2"
"1023",140143,"ST MARGARETS HOSPITAL","1666","0","142","568","34","142","0","51","12"
"1024",140145,"ST JOSEPHS HOSPITAL","1666","129","24","175","114","92","0","10","23"
"1025",140147,"RICHLAND MEMORIAL HOSPITAL","751","135","12","50","99","31","0","0","5"
"1026",140148,"MEMORIAL MEDICAL CENTER","6536","240","2324","1067","2788","1391","1508","657","433"
"1027",140150,"UNIVERSITY OF ILLINOIS HOSPITAL","4051","1676","322","800","5284","846","109","146","687"
"1028",140155,"PRESENCE ST MARYS HOSPITAL","910","196","85","236","1442","223","80","11","26"
"1029",140158,"MERCY HOSPITAL AND MEDICAL CENTER","3854","481","34","457","1842","293","11","40","113"
"1030",140160,"FHN MEMORIAL HOSPITAL","5658","959","723","717","340","398","1807","68","0"
"1031",140161,"SAINT JAMES HOSPITAL","757","0","165","293","224","43","0","0","17"
"1032",140162,"ST JOSEPH MEDICAL CENTER","386","5","34","233","107","142","13","10","33"
"1033",140164,"MEMORIAL HOSPITAL OF CARBONDALE","642","0","67","225","646","205","333","68","285"
"1034",140166,"ST MARYS HOSPITAL","2092","0","149","367","314","83","31","19","64"
"1035",140167,"IROQUOIS MEMORIAL HOSPITAL","277","104","0","101","0","22","54","0","402"
"1036",140172,"FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS","4165","235","84","762","693","399","157","32","181"
"1037",140174,"PRESENCE MERCY MEDICAL CENTER","1371","0","50","55","195","284","321","43","172"
"1038",140176,"CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL","2767","213","144","548","5321","179","2","153","32"
"1039",140177,"JACKSON PARK HOSPITAL","508","8","0","144","133","29","0","12","62"
"1040",140179,"LITTLE COMPANY OF MARY HOSPITAL","3237","476","22","230","1077","261","103","46","275"
"1041",140180,"PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER","6274","804","80","569","276","345","18","110","72"
"1042",140181,"SOUTH SHORE HOSPITAL","146","0","0","0","0","26","23","0","0"
"1043",140182,"ADVOCATE ILLINOIS MASONIC MEDICAL CENTER","6136","1645","305","1125","1040","686","326","386","310"
"1044",140184,"HEARTLAND REGIONAL MEDICAL CENTER","558","0","54","81","16","110","0","7","6"
"1045",140185,"MEMORIAL HOSPITAL","1837","27","594","982","1068","454","53","202","300"
"1046",140186,"RIVERSIDE MEDICAL CENTER","733","6","64","253","73","121","14","48","28"
"1047",140187,"HSHS ST ELIZABETH'S HOSPITAL","1275","0","164","521","244","249","42","98","88"
"1048",140189,"SARAH BUSH LINCOLN HEALTH CENTER","3005","1201","427","765","872","182","34","125","95"
"1049",140191,"INGALLS MEMORIAL HOSPITAL","747","149","97","476","261","206","36","97","132"
"1050",140200,"ELMHURST MEMORIAL HOSPITAL","7090","45","189","1782","3692","586","161","266","244"
"1051",140202,"ADVOCATE CONDELL MEDICAL CENTER","3511","981","188","1168","3584","464","126","183","140"
"1052",140206,"NORWEGIAN-AMERICAN HOSPITAL","772","252","12","60","4143","40","17","0","15"
"1053",140208,"ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER","9944","702","396","1692","1787","1086","583","244","459"
"1054",140209,"METHODIST MEDICAL CENTER OF ILLINOIS","1457","0","112","517","251","381","11","126","143"
"1055",140210,"HARRISBURG MEDICAL CENTER","1258","0","0","0","2","0","0","0","2"
"1056",140211,"DELNOR COMMUNITY HOSPITAL","5572","276","34","369","531","469","26","129","199"
"1057",140213,"SILVER CROSS HOSPITAL  AND MEDICAL CENTERS","7635","774","153","756","920","864","70","143","200"
"1058",140217,"PRESENCE SAINT JOSEPH HOSPITAL - ELGIN","1279","542","25","257","2013","136","31","57","30"
"1059",140223,"ADVOCATE LUTHERAN GENERAL HOSPITAL","11492","73","194","794","3504","1236","282","94","322"
"1060",140224,"PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO","2592","989","7","660","106","91","5","2","879"
"1061",140228,"SWEDISH AMERICAN HOSPITAL","0","0","193","558","820","703","73","797","156"
"1062",140231,"EDWARD HOSPITAL","6310","125","245","1265","690","1183","52","412","367"
"1063",140233,"SAINT ANTHONY MEDICAL CENTER","801","505","118","711","1164","162","379","6","122"
"1064",140234,"ILLINOIS VALLEY COMMUNITY HOSPITAL","1400","873","123","301","2525","156","0","56","26"
"1065",140239,"ROCKFORD MEMORIAL HOSPITAL","1878","1864","192","557","234","332","60","92","144"
"1066",140240,"WESTLAKE COMMUNITY HOSPITAL","659","208","17","34","443","103","21","10","12"
"1067",140242,"CENTRAL DUPAGE HOSPITAL","8941","11","126","1468","1192","1151","190","364","545"
"1068",140250,"ADVOCATE SOUTH SUBURBAN HOSPITAL","4922","547","306","534","1786","450","99","26","191"
"1069",140251,"COMMUNITY FIRST MEDICAL CENTER","2091","890","287","386","1699","349","52","10","40"
"1070",140252,"NORTHWEST COMMUNITY HOSPITAL 1","16374","0","54","386","2112","630","259","77","259"
"1071",140258,"ALEXIAN BROTHERS MEDICAL CENTER 1","8482","6","201","1394","4550","744","465","231","728"
"1072",140275,"GENESIS HEALTH SYSTEM","371","167","25","183","409","91","243","12","18"
"1073",140276,"LOYOLA UNIVERSITY MEDICAL CENTER","10769","1091","260","599","8319","1151","140","590","421"
"1074",140280,"TRINITY ROCK ISLAND","4550","1505","98","385","558","457","47","107","140"
"1075",140281,"NORTHWESTERN MEMORIAL HOSPITAL","29488","2712","458","3174","8725","2392","554","1193","1468"
"1076",140286,"KISHWAUKEE COMMUNITY HOSPITAL","741","0","0","113","42","240","35","6","30"
"1077",140288,"ADVOCATE GOOD SAMARITAN HOSPITAL","4436","0","117","520","6288","431","129","272","134"
"1078",140289,"ANDERSON HOSPITAL","3740","0","275","469","523","444","15","163","105"
"1079",140290,"ST ALEXIUS MEDICAL CENTER","6427","1611","133","1250","745","938","72","128","556"
"1080",140291,"ADVOCATE GOOD SHEPHERD HOSPITAL","6158","1241","128","1347","1053","569","151","358","181"
"1081",140292,"ADVENTIST GLENOAKS","935","467","43","131","186","11","22","0","4"
"1082",140294,"CROSSROADS COMMUNITY HOSPITAL","544","204","77","133","21","213","0","22","6"
"1083",140300,"PROVIDENT HOSPITAL OF CHICAGO","170","807","0","286","0","285","3","0","863"
"1084",140304,"ADVENTIST BOLINGBROOK HOSPITAL","2525","321","246","470","1515","207","17","58","60"
"1085",140307,"METRO-EAST SERVICES INC","80","0","19","68","20","34","0","2","2"
"1086",141303,"WARNER HOSPITAL AND HEALTH SERVICES","43","0","0","0","6","0","0","0","0"
"1087",141304,"GENESIS MEDICAL CENTER, ALEDO","101","0","53","22","3","0","0","0","0"
"1088",141305,"MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1089",141307,"PINCKNEYVILLE COMMUNITY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1090",141308,"WASHINGTON COUNTY HOSPITAL*","335","69","0","0","0","0","0","0","65"
"1091",141309,"ADVOCATE EUREKA  HOSPITAL","369","0","3","2","11","7","0","0","0"
"1092",141310,"OSF SAINT PAUL MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1093",141311,"FAIRFIELD MEMORIAL HOSPITAL 1","1095","107","0","9","0","74","0","34","718"
"1094",141313,"MASON DISTRICT HOSPITAL","273","0","0","22","10","0","0","0","0"
"1095",141315,"ILLINI COMMUNITY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1096",141316,"HOOPESTON COMMUNITY MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1097",141317,"GIBSON COMMUNITY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1098",141318,"OSF HOLY FAMILY MEDICAL CENTER",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1099",141319,"HAMMOND HENRY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1100",141320,"PARIS COMMUNITY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1101",141321,"FRANKLIN HOSPITAL","0","109","0","0","0","0","0","0","4"
"1102",141322,"ABRAHAM LINCOLN MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1103",141323,"MASSAC MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1104",141324,"FERRELL HOSPITAL COMMUNITY FOUNDATIONS",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105",141327,"WABASH GENERAL HOSPITAL 1","450","0","0","505","30","12","0","0","0"
"1106",141328,"HARDIN COUNTY GENERAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107",141329,"MORRISON COMMUNITY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108",141330,"HOPEDALE HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109",141331,"MARSHALL BROWNING HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110",141332,"HILLSBORO AREA HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111",141334,"ST JOSEPH MEMORIAL HOSPITAL","2043","59","107","56","2903","136","0","0","17"
"1112",141335,"MERCY HARVARD HOSPITAL","959","270","16","32","10","20","0","8","5"
"1113",141336,"ST JOSEPH'S HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114",141337,"PERRY MEMORIAL HOSPITAL","602","68","13","12","60","16","0","0","4"
"1115",141338,"MEMORIAL HOSPITAL","366","145","14","15","19","5","1","3","1"
"1116",141339,"TAYLORVILLE MEMORIAL HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117",141340,"VALLEY WEST COMMUNITY HOSPITAL","0","0","0","0","0","77","0","0","0"
"1118",141341,"PANA COMMUNITY HOSPITAL","252","60","0","33","18","29","0","0","146"
"1119",141342,"UNION COUNTY HOSPITAL","201","0","0","0","0","0","0","0","0"
"1120",141345,"SALEM TOWNSHIP HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121",141347,"CARLINVILLE AREA HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122",141348,"RED BUD REGIONAL HOSPITAL","391","0","3","24","7","11","0","13","1"
"1123",141350,"ST FRANCIS HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124",141351,"CLAY COUNTY HOSPITAL",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125",150001,"JOHNSON MEMORIAL HOSPITAL","1319","0","131","708","150","259","0","616","6"
"1126",150002,"METHODIST HOSPITALS INC","5306","565","81","472","7436","415","241","55","117"
"1127",150004,"FRANCISCAN HEALTH HAMMOND","1535","1","1","53","57","25","28","0","15"
"1128",150005,"HENDRICKS REGIONAL HEALTH","5698","1044","150","737","1933","206","24","45","68"
"1129",150006,"LA PORTE HOSPITAL","2302","684","65","355","177","427","53","65","101"
"1130",150007,"COMMUNITY HOWARD REGIONAL HEALTH INC","568","0","0","339","1334","32","35","6","7"
"1131",150008,"ST CATHERINE HOSPITAL INC","1062","120","13","845","207","118","95","71","41"
"1132",150009,"CLARK MEMORIAL HOSPITAL","2668","0","1689","419","849","1422","938","109","98"
"1133",150010,"ST VINCENT KOKOMO","1880","433","75","329","58","237","14","24","14"
"1134",150011,"MARION GENERAL HOSPITAL","3625","0","71","527","454","167","26","75","106"
"1135",150012,"SAINT JOSEPH REGIONAL MEDICAL CENTER","937","268","227","1071","865","465","72","217","162"
"1136",150015,"FRANCISCAN HEALTH MICHIGAN CITY","5207","399","157","663","334","736","232","115","162"
"1137",150017,"LUTHERAN HOSPITAL OF INDIANA","15089","57","94","748","483","464","452","122","411"
"1138",150018,"ELKHART GENERAL HOSPITAL","2167","0","136","264","1603","180","153","138","180"
"1139",150021,"PARKVIEW REGIONAL MEDICAL CENTER","10200","578","277","630","909","1326","276","182","432"
"1140",150022,"FRANCISCAN HEALTH CRAWFORDSVILLE","1045","318","56","158","872","35","0","28","4"
"1141",150023,"UNION HOSPITAL INC","9514","1470","1950","1398","1945","626","4118","187","92"
"1142",150024,"ESKENAZI HEALTH","2593","131","153","238","2998","149","27","15","92"
"1143",150026,"GOSHEN GENERAL HOSPITAL","4075","32","181","362","3536","441","41","30","266"
"1144",150030,"HENRY COUNTY MEMORIAL HOSPITAL","1546","0","138","688","1634","141","0","5","21"
"1145",150034,"ST MARY MEDICAL CENTER INC","2540","908","85","650","595","452","190","82","131"
"1146",150035,"PORTER REGIONAL HOSPITAL","5181","2476","60","813","332","502","14","62","76"
"1147",150037,"HANCOCK REGIONAL HOSPITAL","2762","49","692","365","93","118","93","18","48"
"1148",150042,"GOOD SAMARITAN HOSPITAL","1927","289","226","375","3389","186","41","45","111"
"1149",150044,"BAPTIST HEALTH FLOYD","1781","30","76","605","2603","166","253","48","299"
"1150",150045,"DEKALB HEALTH","1161","227","8","201","21","57","0","0","4"
"1151",150046,"TERRE HAUTE REGIONAL HOSPITAL","1179","105","51","407","1959","142","14","33","45"
"1152",150047,"ST JOSEPH HOSPITAL","1667","0","2","319","282","27","63","0","6"
"1153",150048,"REID HEALTH","5490","0","359","974","1105","295","168","148","180"
"1154",150051,"IU HEALTH BLOOMINGTON HOSPITAL","3615","0","97","383","2230","698","204","116","275"
"1155",150056,"INDIANA UNIVERSITY HEALTH","3328","66","194","1045","13725","1279","916","521","725"
"1156",150057,"FRANCISCAN HEALTH MOORESVILLE","35","0","9","136","80","80","0","0","1"
"1157",150058,"MEMORIAL HOSPITAL OF SOUTH BEND","1824","617","190","1309","1186","520","251","238","336"
"1158",150059,"RIVERVIEW HEALTH","1365","30","127","380","144","178","37","47","36"
"1159",150061,"DAVIESS COMMUNITY HOSPITAL","912","133","19","86","1741","63","0","0","7"
"1160",150064,"FAYETTE REGIONAL HEALTH SYSTEM","253","0","14","4","88","19","0","5","7"
"1161",150065,"SCHNECK MEDICAL CENTER","2178","414","96","243","128","164","0","162","33"
"1162",150069,"KING'S DAUGHTERS' HEALTH","1612","255","70","348","272","134","8","46","28"
"1163",150072,"MEMORIAL HOSPITAL","1038","109","70","178","241","200","0","50","23"
"1164",150074,"COMMUNITY HOSPITAL EAST","1330","0","145","1342","5804","385","7156","207","254"
"1165",150075,"BLUFFTON REGIONAL MEDICAL CENTER","1348","248","22","70","71","116","5","34","8"
"1166",150076,"SAINT JOSEPH REGIONAL MEDICAL CENTER - PLYMOUTH","1331","98","25","166","135","78","0","1","16"
"1167",150082,"DEACONESS HOSPITAL INC","9629","110","782","866","2598","506","84","86","300"
"1168",150084,"ST VINCENT HOSPITAL & HEALTH SERVICES","5394","65","580","347","447","726","465","291","207"
"1169",150086,"HIGHPOINT HEALTH","2200","378","451","709","822","223","101","13","24"
"1170",150088,"ST VINCENT ANDERSON REGIONAL HOSPITAL INC","1532","1952","1148","978","1084","166","79","9","30"
"1171",150089,"INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL","1506","0","80","409","6141","315","277","38","143"
"1172",150090,"FRANCISCAN HEALTH DYER","2025","79","23","291","144","147","37","0","45"
"1173",150091,"PARKVIEW HUNTINGTON HOSPITAL","893","0","63","96","47","34","0","0","0"
"1174",150097,"MAJOR HOSPITAL","841","11","752","173","34","191","123","2","18"
"1175",150100,"ST VINCENT EVANSVILLE","3862","1767","1308","3529","453","641","142","172","239"
"1176",150101,"PARKVIEW WHITLEY HOSPITAL","1060","0","13","33","55","106","0","0","6"
"1177",150102,"STARKE HOSPITAL","922","67","28","71","97","5","0","0","3"
"1178",150104,"WITHAM HEALTH SERVICES","754","246","825","180","40","48","31","29","9"
"1179",150109,"FRANCISCAN HEALTH LAFAYETTE","3304","159","467","1216","3116","543","25","202","72"
"1180",150112,"COLUMBUS REGIONAL HOSPITAL","6307","821","95","316","104","243","254","76","63"
"1181",150113,"COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY","272","418","113","112","1544","150","9","62","54"
"1182",150115,"MEMORIAL HOSPITAL AND HEALTH CARE CENTER","4184","674","104","1104","5571","538","740","266","75"
