Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,American Indian/Alaska Native,12.0,"San Jose, CA","Percentage of births under 2,500 grams.","Santa Clara County Public Health Department, 2011-2013 Birth Databases",,American Indian alone,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,7.0,"San Jose, CA","Percentage of births under 2,500 grams.","Santa Clara County Public Health Department, 2011-2013 Birth Databases",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,7.0,"San Jose, CA","Percentage of births under 2,500 grams.","Santa Clara County Public Health Department, 2011-2013 Birth Databases",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,13.0,"Detroit, MI","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,14.1,"Detroit, MI","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,6.6,"Detroit, MI","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,8.3,"Detroit, MI","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,9.2,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live births, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,5.6,"San Diego County, CA","Percentage of births under 2,500 grams.","Source: State of CA, Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2010?2012. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services",,Data includes 2010-2012. Births with unknown birth weight are not included.,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Other,6.3,"San Diego County, CA","Percentage of births under 2,500 grams.","Source: State of CA, Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2010?2012. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services",,Data includes 2010-2012. Births with unknown birth weight are not included.,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,6.0,"San Diego County, CA","Percentage of births under 2,500 grams.","Source: State of CA, Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2010?2012. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services",,Data includes 2010-2012. Births with unknown birth weight are not included.,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,10.3,"San Diego County, CA","Percentage of births under 2,500 grams.","Source: State of CA, Department of Public Health, Health Information and Research Center, Birth Statistical Master File, 2010?2012. County of San Diego, Health & Human Services Agency, Public Health Services, Maternal, Child, and Family Heath Services",,Data includes 2010-2012. Births with unknown birth weight are not included.,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,8.2,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,13.5,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,6.8,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Other,9.9,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,7.2,"Fort Worth (Tarrant County), TX","Percentage of births under 2,500 grams.",Texas Department of State Health Services,,Tarrant County (not just Fort Worth),,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Asian/PI,10.5,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live births, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,12.0,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live births, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,9.1,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live births, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Other,10.5,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live births, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Multiracial,8.0,"San Jose, CA","Percentage of births under 2,500 grams.","Santa Clara County Public Health Department, 2011-2013 Birth Databases",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,1.6,"Houston, TX","Percentage of births under 2,500 grams.","Percent in Harris County. Source: Texas Birth Statistics for Harris. Available at http://soupfin.tdh.state.tx.us/birth05.htm.Accessed on May 20, 2015online.",,"Harris County data, not just Houston",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,2.9,"Houston, TX","Percentage of births under 2,500 grams.","Percent in Harris County. Source: Texas Birth Statistics for Harris. Available at http://soupfin.tdh.state.tx.us/birth05.htm.Accessed on May 20, 2015online.",,"Harris County data, not just Houston",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,1.4,"Houston, TX","Percentage of births under 2,500 grams.","Percent in Harris County. Source: Texas Birth Statistics for Harris. Available at http://soupfin.tdh.state.tx.us/birth05.htm.Accessed on May 20, 2015online.",,"Harris County data, not just Houston",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Other,1.7,"Houston, TX","Percentage of births under 2,500 grams.","Percent in Harris County. Source: Texas Birth Statistics for Harris. Available at http://soupfin.tdh.state.tx.us/birth05.htm.Accessed on May 20, 2015online.",,"Harris County data, not just Houston",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,1.2,"Houston, TX","Percentage of births under 2,500 grams.","Percent in Harris County. Source: Texas Birth Statistics for Harris. Available at http://soupfin.tdh.state.tx.us/birth05.htm.Accessed on May 20, 2015online.",,"Harris County data, not just Houston",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,8.0,"San Antonio, TX","Percentage of births under 2,500 grams.","Bexar County resident, SA Metro Health Birth and Death Certificates supplied by Texas DSHS, Preliminary data subject to change.",,Bexar County Residents,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Other,10.0,"San Antonio, TX","Percentage of births under 2,500 grams.","Bexar County resident, SA Metro Health Birth and Death Certificates supplied by Texas DSHS, Preliminary data subject to change.",,Bexar County Residents,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,9.0,"San Antonio, TX","Percentage of births under 2,500 grams.","Bexar County resident, SA Metro Health Birth and Death Certificates supplied by Texas DSHS, Preliminary data subject to change.",,Bexar County Residents,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,14.0,"San Antonio, TX","Percentage of births under 2,500 grams.","Bexar County resident, SA Metro Health Birth and Death Certificates supplied by Texas DSHS, Preliminary data subject to change.",,Bexar County Residents,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,8.9,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,13.4,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,6.8,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,6.3,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,9.0,"San Antonio, TX","Percentage of births under 2,500 grams.","Bexar County resident, SA Metro Health Birth and Death Certificates supplied by Texas DSHS, Preliminary data subject to change.",,Bexar County Residents,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,8.3,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,8.2,8.4
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Asian/PI,9.9,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,9.5,10.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,12.8,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,12.4,13.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,7.1,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,7.0,7.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,7.6,"Las Vegas (Clark County), NV","Percentage of births under 2,500 grams.",CDC WONDER,,,,,7.5,7.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,6.0,"San Jose, CA","Percentage of births under 2,500 grams.","Santa Clara County Public Health Department, 2011-2013 Birth Databases",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,7.0,"Long Beach, CA","Percentage of births under 2,500 grams.","Source: California Department of Public Health Master Statistical File.  Includes data for 2010, 2011, 2012.",,"Originating dataset does not include data for zip codes 90840, 90822.  Does not include data on infant gender.  Does not include race/ethnicity data.",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,7.1,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,American Indian/Alaska Native,8.4,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,American Indian alone,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Asian/PI,7.3,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,11.8,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,6.5,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Multiracial,7.4,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Other,10.9,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,6.7,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,7.1,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Low birth weight infants (percent, <2,500 grams), National Vital Statistics System-Natality (NVSS-N), CDC/NCHS",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,5.0,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,4.4,5.5
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,6.2,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,5.0,7.5
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,11.3,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,9.1,14.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Asian/PI,8.4,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,6.6,10.5
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,6.0,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,5.5,6.5
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Black,8.0,"San Jose, CA","Percentage of births under 2,500 grams.","Santa Clara County Public Health Department, 2011-2013 Birth Databases",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,All,8.7,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,7.3,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Other,7.6,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,7.2,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,7.0,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Low birth weight infants (percent, <2,500 grams), National Vital Statistics System-Natality (NVSS-N), CDC/NCHS",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,White,7.2,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Other,14.5,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2011,Both,Hispanic,6.7,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Multiracial,8.3,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,8.4,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live births, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Other,12.1,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,Includes Unknown Race,,,8.6,15.6
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,6.7,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,5.1,8.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,13.5,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,12.4,14.6
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,11.1,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,7.8,14.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Other,9.7,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,8.0,"San Antonio, TX","Percentage of births under 2,500 grams.","Bexar County resident, SA Metro Health Birth and Death Certificates supplied by Texas DSHS, Preliminary data subject to change.",,Bexar County Residents,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Other,9.0,"San Antonio, TX","Percentage of births under 2,500 grams.","Bexar County resident, SA Metro Health Birth and Death Certificates supplied by Texas DSHS, Preliminary data subject to change.",,Bexar County Residents,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,9.0,"San Antonio, TX","Percentage of births under 2,500 grams.","Bexar County resident, SA Metro Health Birth and Death Certificates supplied by Texas DSHS, Preliminary data subject to change.",,Bexar County Residents,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,9.0,"San Antonio, TX","Percentage of births under 2,500 grams.","Bexar County resident, SA Metro Health Birth and Death Certificates supplied by Texas DSHS, Preliminary data subject to change.",,Bexar County Residents,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,10.6,"Columbus, OH","Percentage of births under 2,500 grams.",Ohio Department of Health Vital Statistics Data Analyzed by Columbus Public Health,,,,,10.0,11.3
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,10.1,"Charlotte, NC","Percentage of births under 2,500 grams.",NC DHHS/SCHS/MCPH Epidemiology,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,7.2,"Chicago, Il","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,7.6,"Chicago, Il","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,14.2,"Chicago, Il","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,6.2,"Los Angeles, CA","Percentage of births under 2,500 grams.","California Department of Public Health, Center for Health Statistics, OHIR Vital Statistics Section, 2010-13",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,6.9,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,Requested methodology,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Other,9.2,"New York City, NY","Percentage of births under 2,500 grams.",NYC DOHMH Bureau of Vital Statistics,Requested methodology,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,7.0,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Low birth weight infants (percent, <2,500 grams), National Vital Statistics System-Natality (NVSS-N), CDC/NCHS",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,7.0,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Low birth weight infants (percent, <2,500 grams), National Vital Statistics System-Natality (NVSS-N), CDC/NCHS",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,1.6,"Houston, TX","Percentage of births under 2,500 grams.","Percent in Harris County. Source: Texas Birth Statistics for Harris. Available at http://soupfin.tdh.state.tx.us/birth05.htm.Accessed on May 20, 2015online.",,"Harris County data, not just Houston",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,3.3,"Houston, TX","Percentage of births under 2,500 grams.","Percent in Harris County. Source: Texas Birth Statistics for Harris. Available at http://soupfin.tdh.state.tx.us/birth05.htm.Accessed on May 20, 2015online.",,"Harris County data, not just Houston",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,1.2,"Houston, TX","Percentage of births under 2,500 grams.","Percent in Harris County. Source: Texas Birth Statistics for Harris. Available at http://soupfin.tdh.state.tx.us/birth05.htm.Accessed on May 20, 2015online.",,"Harris County data, not just Houston",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Other,1.2,"Houston, TX","Percentage of births under 2,500 grams.","Percent in Harris County. Source: Texas Birth Statistics for Harris. Available at http://soupfin.tdh.state.tx.us/birth05.htm.Accessed on May 20, 2015online.",,"Harris County data, not just Houston",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,1.3,"Houston, TX","Percentage of births under 2,500 grams.","Percent in Harris County. Source: Texas Birth Statistics for Harris. Available at http://soupfin.tdh.state.tx.us/birth05.htm.Accessed on May 20, 2015online.",,"Harris County data, not just Houston",,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,9.4,"Indianapolis (Marion County), IN","Percentage of births under 2,500 grams.",MCPHD Birth/Death Certificate Data,,,,,8.9,9.9
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,12.9,"Indianapolis (Marion County), IN","Percentage of births under 2,500 grams.",MCPHD Birth/Death Certificate Data,,,,,11.8,14.0
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,7.0,"Indianapolis (Marion County), IN","Percentage of births under 2,500 grams.",MCPHD Birth/Death Certificate Data,,,,,6.0,8.1
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Other,6.7,"Indianapolis (Marion County), IN","Percentage of births under 2,500 grams.",MCPHD Birth/Death Certificate Data,,,,,5.0,8.7
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,8.4,"Indianapolis (Marion County), IN","Percentage of births under 2,500 grams.",MCPHD Birth/Death Certificate Data,,,,,7.7,9.2
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,6.3,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live births, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,10.5,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live births, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,13.2,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Low birth weight infants (percent, <2,500 grams), National Vital Statistics System-Natality (NVSS-N), CDC/NCHS",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,8.1,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Low birth weight infants (percent, <2,500 grams), National Vital Statistics System-Natality (NVSS-N), CDC/NCHS",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,8.0,"U.S. Total, U.S. Total","Percentage of births under 2,500 grams.","Low birth weight infants (percent, <2,500 grams), National Vital Statistics System-Natality (NVSS-N), CDC/NCHS",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,8.0,"Minneapolis, MN","Percentage of births under 2,500 grams.","Minnesota Department of Health, Vital Records","Multiple births were included in these analyses, consistent with Big Cities methodology. The City of Minneapolis (and Hennepin County) also produce analyses of low birth weight for singleton births only.",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,9.0,"Chicago, Il","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,9.7,"Chicago, Il","Percentage of births under 2,500 grams.",IDPH Vital Statistics,"Percent of births that are low birthweight (< 2500 grams or 5 lbs, 8 oz)",,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Multiracial,7.8,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Birth Certificate Data, 1990-2013, August 2014.",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,5.1,"Seattle, WA","Percentage of births under 2,500 grams.","Washington State Department of Health, Center for Health Statistics, Birth Certificate Data, 1990-2013, August 2014.",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,6.3,"Portland (Multnomah County), OR","Percentage of births under 2,500 grams.",Oregon Birth Certificates,OPHAT- Low Birth rate query,,,,5.8,6.8
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,8.8,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,13.2,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,7.4,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,8.2,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,11.9,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,5.9,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,6.5,"Kansas City, MO","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,9.1,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live births, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,7.3,"Boston, MA","Percentage of births under 2,500 grams.","Boston resident live births, MA Department of Public Health",,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,13.1,"Cleveland, OH","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Other,10.7,"Cleveland, OH","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Other,9.4,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,10.3,"Philadelphia, PA","Percentage of births under 2,500 grams.",Vital Statistics,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Asian/PI,8.1,"Philadelphia, PA","Percentage of births under 2,500 grams.",Vital Statistics,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Black,12.8,"Philadelphia, PA","Percentage of births under 2,500 grams.",Vital Statistics,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,Hispanic,9.5,"Philadelphia, PA","Percentage of births under 2,500 grams.",Vital Statistics,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,7.2,"Miami (Miami-Dade County), FL","Percentage of births under 2,500 grams.",,,,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,All,7.0,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,Mothers race and residential zip code were used to stratify data,,,,
Maternal and Child Health,Percent of Low Birth Weight Babies Born,2012,Both,White,6.4,"Phoenix, AZ","Percentage of births under 2,500 grams.",National Vital Statistical Reports Birth: Prelim Data,,Mothers race and residential zip code were used to stratify data,,,,
