Indicator Category,Indicator,Year,Sex,Race/Ethnicity,Value,Place,BCHC Requested Methodology,Source,Methods,Notes,90% Confidence Level - Low,90% Confidence Level - High,95% Confidence Level - Low,95% Confidence Level - High
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2012,Both,Asian/PI,,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""","YRBSS was not used since it is only representative of San Diego City (not San Diego County); Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2012,Both,Hispanic,51.8,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",No CHIS data available for 2013. YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,41.0,62.6
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2012,Both,White,61.8,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",No CHIS data available for 2013. YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,49.1,74.5
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2012,Female,All,51.5,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",No CHIS data available for 2013. YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,39.0,64.0
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2012,Male,All,57.6,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""",No CHIS data available for 2013. YRBSS was not used since it is only representative of San Diego City (not San Diego County),,,47.9,67.4
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2012,Both,All,42.2,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2012,Both,American Indian/Alaska Native,28.5,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",American Indian alone; Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2012,Both,Asian/PI,29.7,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2012,Both,Black,27.5,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2012,Both,Hispanic,32.2,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2012,Both,White,31.1,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2012,Female,All,41.9,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,Black,34.3,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"Division of Disease Control, Philadelphia Dept of Public Health",,"Numerator data obtained from KIDS Plus IIS, denominator data from 2010 census.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,Asian/PI,40.6,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"Division of Disease Control, Philadelphia Dept of Public Health",,"Numerator data obtained from KIDS Plus IIS, denominator data from 2010 census.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,American Indian/Alaska Native,35.0,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"Division of Disease Control, Philadelphia Dept of Public Health","Numerator data obtained from KIDS Plus IIS, denominator data from 2010 census.",American Indian alone,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,All,37.7,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"Division of Disease Control, Philadelphia Dept of Public Health",,"Numerator data obtained from KIDS Plus IIS, denominator data from 2010 census.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,White,53.0,"San Jose, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"Santa Clara County Public Health Department, Behavioral Risk Factor Surveillance Survey, 2013-14",,Santa Clara County level data,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,All,24.7,"Seattle, WA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,,"2011, 2012, 2013; percent of population under age 18, vaccinated for flu. This is the proportion of active patients registered in the WA State Immunization Information System registry (i.e Child Profile) that have received one valid flu dose at any time (used midpoint of year - june 30th)",,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Female,All,64.0,"San Jose, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"Santa Clara County Public Health Department, Behavioral Risk Factor Surveillance Survey, 2013-14",,Santa Clara County level data,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,Black,57.2,"U.S. Total, U.S. Total",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,http://www.cdc.gov/flu/fluvaxview/coverage-1314estimates.htm,,Value reported is for the 2013-2014 flu season,,,55.0,59.4
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,Hispanic,66.0,"U.S. Total, U.S. Total",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,http://www.cdc.gov/flu/fluvaxview/coverage-1314estimates.htm,,Value reported is for the 2013-2014 flu season,,,63.9,68.1
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,White,55.2,"U.S. Total, U.S. Total",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,http://www.cdc.gov/flu/fluvaxview/coverage-1314estimates.htm,,Value reported is for the 2013-2014 flu season,,,54.3,53.1
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Female,All,59.3,"U.S. Total, U.S. Total",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,http://www.cdc.gov/flu/fluvaxview/coverage-1314estimates.htm,,Value reported is for the 2013-2014 flu season,,,58.2,60.4
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Male,All,58.6,"U.S. Total, U.S. Total",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,http://www.cdc.gov/flu/fluvaxview/coverage-1314estimates.htm,,Value reported is for the 2013-2014 flu season,,,57.5,59.7
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Female,All,3.3,"Phoenix, AZ",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,,,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,All,40.0,"New York City, NY",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"New York Citywide Immunization Registry (CIR), a confidential, population-based, computerized information system that collects and consolidates immunization records of people vaccinated at healthcare facilities within New York City. Fo rmore information, visit nyc.gov/health/cir.",,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,All,62.0,"San Jose, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"Santa Clara County Public Health Department, Behavioral Risk Factor Surveillance Survey, 2013-14",Santa Clara County level data,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,Asian/PI,73.0,"San Jose, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"Santa Clara County Public Health Department, Behavioral Risk Factor Surveillance Survey, 2013-14",Santa Clara County level data,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,Hispanic,60.0,"San Jose, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"Santa Clara County Public Health Department, Behavioral Risk Factor Surveillance Survey, 2013-14",Santa Clara County level data,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Male,All,60.0,"San Jose, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"Santa Clara County Public Health Department, Behavioral Risk Factor Surveillance Survey, 2013-14",,Santa Clara County level data,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,Black,27.6,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,Hispanic,32.0,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,White,35.9,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Female,All,44.2,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,Asian/PI,33.6,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Male,All,44.0,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,All,6.8,"Phoenix, AZ",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,,,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,Asian/PI,70.6,"U.S. Total, U.S. Total",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,http://www.cdc.gov/flu/fluvaxview/coverage-1314estimates.htm,,Asian alone; Value reported is for the 2013-2014 flu season,,,67.4,73.8
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,American Indian/Alaska Native,65.5,"U.S. Total, U.S. Total",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,http://www.cdc.gov/flu/fluvaxview/coverage-1314estimates.htm,,Value reported is for the 2013-2014 flu season,,,59.9,71.1
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,All,58.9,"U.S. Total, U.S. Total",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,http://www.cdc.gov/flu/fluvaxview/coverage-1314estimates.htm,,Value reported is for the 2013-2014 flu season,,,58.1,59.7
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,Asian/PI,,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""","CHIS Statistically unstable.YRBSS was not used since it is only representative of San Diego City (not San Diego County); Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,All,64.0,"Chicago, Il",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,,,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,Black,,"San Diego County, CA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"UCLA Center for Health Policy Research, California Health Interview Survey, http://www.chis.ucla.edu/ (accessed 3/2017)","< 17 years of age ""Vaccinated for flu in the past 12 months""","CHIS Statistically unstable.YRBSS was not used since it is only representative of San Diego City (not San Diego County); Records where the value is blank in the data table indicate that the data are suppressed due to small counts, inadequate sample size, or unreliable parameter estimates such as relative standard error or confidence intervals. Rates are suppressed here because they're statistically unstable.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,American Indian/Alaska Native,32.3,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",American Indian alone; Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Male,All,37.6,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"Division of Disease Control, Philadelphia Dept of Public Health",,"Numerator data obtained from KIDS Plus IIS, denominator data from 2010 census.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Female,All,37.3,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"Division of Disease Control, Philadelphia Dept of Public Health",,"Numerator data obtained from KIDS Plus IIS, denominator data from 2010 census.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,White,35.6,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"Division of Disease Control, Philadelphia Dept of Public Health",,"Numerator data obtained from KIDS Plus IIS, denominator data from 2010 census.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,Other,51.3,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"Division of Disease Control, Philadelphia Dept of Public Health",,"Numerator data obtained from KIDS Plus IIS, denominator data from 2010 census.",,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2013,Both,Hispanic,32.0,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"Division of Disease Control, Philadelphia Dept of Public Health","Numerator data obtained from KIDS Plus IIS, denominator data from 2010 census.",,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Male,All,59.5,"U.S. Total, U.S. Total",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,National Immunization Survey-Flu (NIS-Flu) and BRFSS; Accessed via http://www.cdc.gov/flu/fluvaxview/coverage-1415estimates.htm#data,Percent of children aged 6 months through 17 years who are vaccinated annually against seasonal influenza,Value reported is for the 2014-2015 flu season,,,58.4,60.6
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,All,5.4,"Phoenix, AZ",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,,,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Female,All,2.7,"Phoenix, AZ",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,,,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Male,All,2.8,"Phoenix, AZ",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,,,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,All,36.2,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,American Indian/Alaska Native,24.1,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",American Indian alone; Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Asian/PI,28.9,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Black,23.1,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Hispanic,26.4,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)","For inclusion in the numerator, the age (0-17) was calculated for each respective year and each individual who was 0-17 years of age and had at least 1 influenza vaccine in that year was counted. Patients with  contraindications for influenza vaccine were excluded. Population estimates calculated by the Denver Office of Local Affairs were used for the denominators.",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,White,28.9,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Female,All,36.6,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Male,All,35.5,"Denver, CO",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"CIIS (Colorado Immunization Information System),  Population estimates (denominator) from DOLA (Denver Office of Local Affairs)",Limitations: DOLA population estimates (based on US 2010 Census data) and CIIS do not have the same race categories; high percent of missing and unknown race & gender data in CIIS,,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,All,40.8,"New York City, NY",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,"New York Citywide Immunization Registry (CIR), a confidential, population-based, computerized information system that collects and consolidates immunization records of people vaccinated at healthcare facilities within New York City. Fo rmore information, visit nyc.gov/health/cir.","Denominator is NYC DOHMH 2012 population estimates, updated 2014; the percent vaccinated for flu is calculated from the count of children less than 18 years old who received at least one dose of flu vaccine in New York City as of December 31st, 2012 (numerator), among all NYC resident children less than 18 years old (denominator)",,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,All,49.9,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2014 would have started around August 2014 and run through March 2015. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
Infectious Disease,Percent of Children Who Received Seasonal Flu Shot,2014,Both,Asian/PI,55.0,"Philadelphia, PA",YRBS/YRBSS (or similar survey). Percent of population under age 18 vaccinated for seasonal flu.,Philadelphia Immunization Program ,,Flu season for 2014 would have started around August 2014 and run through March 2015. Flu season for 2016 would have started around August 2016 through March 2017. Those few months in 2017 would make a difference in the numbers.,,,,
